,dimCustomerMasterId,distance,seasonYear,events_prior,attended_prior,events_last,attended_last,tenure,atp_last,product_current,product_last,Label,Score
17431,94114,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17432,94121,196.93,2022,1,1,1,1,0,45.0,None,Full Season,None,1.0
17433,94121,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17434,94126,2200.31,2023,1,0,1,0,0,70.0,None,Individual,None,1.0
17435,94130,1593.89,2022,1,0,1,0,0,65.0,None,Individual,None,1.0
17436,94130,1593.89,2023,1,0,0,0,1,0.0,None,None,None,1.0
17438,94134,26.22,2022,13,13,0,0,1,0.0,None,None,None,1.0
17439,94134,26.22,2023,13,13,0,0,2,0.0,None,None,None,1.0
17440,94138,8.11,2022,1,1,1,1,0,60.0,None,Individual,None,1.0
17441,94138,8.11,2023,1,1,0,0,1,0.0,None,None,None,1.0
17443,94143,76.36,2022,1,1,0,0,1,0.0,None,None,None,1.0
17444,94143,76.36,2023,1,1,0,0,2,0.0,None,None,None,1.0
17445,94149,54.54,2022,1,0,1,0,0,60.0,None,Individual,None,1.0
17446,94149,54.54,2023,1,0,0,0,1,0.0,None,None,None,1.0
17447,94150,305.24,2022,1,0,1,0,0,40.0,None,Individual,None,1.0
17448,94150,305.24,2023,1,0,0,0,1,0.0,None,None,None,1.0
17449,94154,1455.98,2023,1,1,1,1,0,83.0,None,Individual,None,1.0
17451,94161,28.09,2022,30,30,17,17,1,45.29,Individual,Full Season,Individual,0.72
17452,94161,28.09,2023,31,31,1,1,2,0.0,None,Individual,None,1.0
17453,94163,1709.35,2022,1,0,1,0,0,35.0,Individual,Individual,None,1.0
17454,94163,1709.35,2023,2,0,1,0,1,37.0,None,Individual,None,1.0
17456,94164,5.68,2022,13,13,0,0,1,0.0,None,None,None,1.0
17457,94164,5.68,2023,13,13,0,0,2,0.0,None,None,None,1.0
17458,94168,46.5,2022,1,0,1,0,0,28.0,None,Individual,None,0.9974
17459,94168,46.5,2023,1,0,0,0,1,0.0,None,None,None,1.0
17460,94169,8.0,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
17461,94183,27.58,2023,11,8,11,8,0,48.29,None,Full Season,None,0.99
17462,94195,196.93,2023,1,0,1,0,0,60.0,None,Individual,None,0.9542
17464,94196,8.55,2022,30,29,17,16,1,37.06,Individual,Full Season,Individual,0.96
17465,94196,8.55,2023,31,30,1,1,2,0.0,None,Individual,None,1.0
17466,94203,283.69,2022,1,0,1,0,0,75.0,None,Individual,None,0.97
17467,94203,283.69,2023,1,0,0,0,1,0.0,None,None,None,1.0
17469,94208,26.68,2022,30,27,17,14,1,16.67,Full Season,Full Season,Full Season,0.9
17470,94208,26.68,2023,48,44,18,17,2,24.32,None,Full Season,None,1.0
17471,94211,33.3,2023,1,0,1,0,0,44.0,None,Individual,None,1.0
17472,94219,36.77,2022,1,1,1,1,0,30.0,None,Individual,None,1.0
17473,94219,36.77,2023,1,1,0,0,1,0.0,None,None,None,1.0
17474,94221,12.29,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
17475,94233,41.44,2022,1,0,1,0,0,100.0,None,Individual,None,0.991
17476,94233,41.44,2023,1,0,0,0,1,0.0,None,None,None,1.0
17477,94239,12.75,2022,17,17,17,17,0,24.71,Individual,Full Season,Individual,0.9
17478,94239,12.75,2023,18,18,1,1,1,0.0,None,Individual,None,1.0
17480,94243,3.97,2022,13,13,0,0,1,0.0,None,None,None,0.7524
17481,94243,3.97,2023,13,13,0,0,2,0.0,None,None,None,1.0
17482,94244,15.07,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
17483,94244,15.07,2023,1,0,0,0,1,0.0,None,None,None,1.0
17485,94246,2.83,2022,13,13,0,0,1,0.0,None,None,None,0.9973
17486,94246,2.83,2023,13,13,0,0,2,0.0,None,None,None,1.0
17487,94251,18.51,2023,1,0,1,0,0,48.0,None,Individual,None,0.9967
17488,94254,2220.56,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
17490,94256,169.44,2022,30,30,17,17,1,45.29,Individual,Full Season,Individual,0.99
17491,94256,169.44,2023,31,31,1,1,2,0.0,None,Individual,None,1.0
17492,94271,26.81,2022,1,0,1,0,0,28.0,None,Individual,None,0.9296
17493,94271,26.81,2023,1,0,0,0,1,0.0,None,None,None,1.0
17494,94274,196.93,2022,1,0,1,0,0,30.0,None,Individual,None,0.9651
17495,94274,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17497,94275,33.3,2022,14,13,1,0,1,100.0,None,Half Season,None,0.84
17498,94275,33.3,2023,14,13,0,0,2,0.0,None,None,None,1.0
17499,94284,196.93,2022,1,0,1,0,0,30.0,None,Individual,None,0.9651
17500,94284,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17502,94288,167.71,2022,30,19,17,6,1,53.53,Full Season,Full Season,Full Season,0.71
17503,94288,167.71,2023,48,32,18,13,2,63.23,None,Full Season,None,1.0
17504,94291,46.24,2022,1,0,1,0,0,40.0,None,Individual,None,1.0
17505,94291,46.24,2023,1,0,0,0,1,0.0,None,None,None,1.0
17506,94295,11.45,2023,1,1,1,1,0,37.0,None,Individual,None,1.0
17507,94296,23.21,2023,1,0,1,0,0,44.0,None,Individual,None,1.0
17508,94308,53.53,2022,1,0,1,0,0,100.0,None,Individual,None,0.92
17509,94308,53.53,2023,1,0,0,0,1,0.0,None,None,None,1.0
17510,94323,196.93,2022,1,0,1,0,0,0.0,None,None,None,0.99
17511,94323,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17512,94325,50.46,2022,2,0,2,0,0,77.0,None,Full Season,None,0.97
17513,94325,50.46,2023,2,0,0,0,1,0.0,None,None,None,1.0
17514,94326,62.69,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
17515,94326,62.69,2023,1,0,0,0,1,0.0,None,None,None,1.0
17517,94333,56.08,2022,30,23,17,10,1,144.12,Individual,Full Season,Individual,0.9
17518,94333,56.08,2023,31,24,1,1,2,0.0,None,Individual,None,1.0
17519,94340,82.62,2023,1,1,1,1,0,60.0,None,Individual,None,1.0
17521,94344,29.06,2022,30,26,17,13,1,20.59,Individual,Full Season,Individual,0.77
17522,94344,29.06,2023,31,27,1,1,2,0.0,None,Individual,None,1.0
17523,94354,196.93,2022,1,0,1,0,0,0.0,None,None,None,0.99
17524,94354,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17526,94355,48.37,2022,7,7,0,0,1,0.0,None,None,None,0.91
17527,94355,48.37,2023,7,7,0,0,2,0.0,None,None,None,1.0
17529,94359,53.53,2022,30,23,17,10,1,20.59,Individual,Full Season,Individual,0.96
17530,94359,53.53,2023,31,24,1,1,2,0.0,None,Individual,None,1.0
17531,94362,1438.19,2022,1,1,1,1,0,28.0,None,Individual,None,1.0
17532,94362,1438.19,2023,1,1,0,0,1,0.0,None,None,None,1.0
17533,94363,38.24,2023,1,0,1,0,0,24.0,None,Individual,None,1.0
17535,94364,33.91,2022,6,6,0,0,1,0.0,None,None,None,0.96
17536,94364,33.91,2023,6,6,0,0,2,0.0,None,None,None,1.0
17537,94367,13.28,2023,1,0,1,0,0,44.0,None,Individual,None,1.0
17538,94376,76.98,2022,1,0,1,0,0,55.0,None,Individual,None,1.0
17539,94376,76.98,2023,1,0,0,0,1,0.0,None,None,None,1.0
17540,94380,45.06,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
17542,94392,13.28,2022,24,17,17,10,1,19.44,Individual,Full Season,Individual,0.84
17543,94392,13.28,2023,25,18,1,1,2,0.0,None,Individual,None,1.0
17545,94393,52.45,2022,13,13,0,0,1,0.0,None,None,None,1.0
17546,94393,52.45,2023,13,13,0,0,2,0.0,None,None,None,1.0
17547,94407,33.3,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
17548,94411,48.12,2023,1,0,1,0,0,44.0,None,Individual,None,1.0
17549,94412,46.25,2023,1,0,1,0,0,44.0,None,Individual,None,0.9987
17550,94414,32.18,2022,1,0,1,0,0,34.0,None,Individual,None,1.0
17551,94414,32.18,2023,1,0,0,0,1,0.0,None,None,None,1.0
17553,94415,72.67,2022,30,19,17,6,1,37.06,Individual,Full Season,Individual,0.72
17554,94415,72.67,2023,31,20,1,1,2,0.0,None,Individual,None,1.0
17555,94421,45.93,2022,17,17,17,17,0,40.35,Individual,Full Season,Individual,0.72
17556,94421,45.93,2023,18,18,1,1,1,0.0,None,Individual,None,1.0
17558,94425,63.09,2022,30,26,17,13,1,35.0,Individual,Full Season,Individual,0.89
17559,94425,63.09,2023,31,27,1,1,2,0.0,None,Individual,None,1.0
17560,94426,196.93,2022,1,0,1,0,0,33.0,None,Individual,None,0.9835
17561,94426,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17562,94427,196.93,2022,1,0,1,0,0,33.0,None,Individual,None,0.9835
17563,94427,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17565,94429,59.73,2022,30,27,17,14,1,45.29,Individual,Full Season,Individual,0.94
17566,94429,59.73,2023,31,28,1,1,2,0.0,None,Individual,None,1.0
17567,94438,26.75,2022,1,0,1,0,0,75.0,None,Individual,None,1.0
17568,94438,26.75,2023,1,0,0,0,1,0.0,None,None,None,1.0
17569,94440,51.41,2023,1,1,1,1,0,28.0,None,Individual,None,1.0
17571,94442,63.09,2022,30,28,17,15,1,24.76,Full Season,Full Season,Individual,0.6108
17572,94442,63.09,2023,48,46,18,18,2,43.78,None,Full Season,None,1.0
17574,94443,62.69,2022,30,20,17,7,1,45.29,Individual,Full Season,Individual,0.84
17575,94443,62.69,2023,31,21,1,1,2,0.0,None,Individual,None,1.0
17576,94452,33.3,2022,1,0,1,0,0,40.0,None,Individual,None,1.0
17577,94452,33.3,2023,1,0,0,0,1,0.0,None,None,None,1.0
17578,94461,22.4,2022,1,0,1,0,0,50.0,Individual,Individual,Individual,0.57
17579,94461,22.4,2023,2,0,1,0,1,58.0,None,Individual,None,1.0
17580,94463,196.93,2022,1,0,1,0,0,33.0,Individual,Individual,None,0.9835
17581,94463,196.93,2023,2,0,1,0,1,37.0,None,Individual,None,1.0
17582,94467,3752.16,2022,1,0,1,0,0,75.0,None,Individual,None,1.0
17583,94467,3752.16,2023,1,0,0,0,1,0.0,None,None,None,1.0
17584,94468,17.0,2022,1,0,1,0,0,34.0,None,Individual,None,1.0
17585,94468,17.0,2023,1,0,0,0,1,0.0,None,None,None,1.0
17586,94470,26.81,2023,1,1,1,1,0,20.0,None,Individual,None,1.0
17587,94472,74.68,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
17589,94474,27.17,2022,1,1,0,0,1,0.0,None,None,None,1.0
17590,94474,27.17,2023,1,1,0,0,2,0.0,None,None,None,1.0
17591,94475,196.93,2023,1,0,1,0,0,60.0,None,Individual,None,0.9542
17592,94479,196.93,2022,1,0,1,0,0,47.0,None,Individual,None,0.9797
17593,94479,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17595,94481,51.7,2022,30,24,17,11,1,26.7,Individual,Full Season,Individual,0.92
17596,94481,51.7,2023,31,25,1,1,2,0.0,None,Individual,None,1.0
17598,94483,58.29,2022,30,25,17,12,1,23.06,Individual,Full Season,Individual,0.89
17599,94483,58.29,2023,31,26,1,1,2,0.0,None,Individual,None,1.0
17600,94484,32.18,2023,1,0,1,0,0,40.0,None,Individual,None,1.0
17601,94497,42.31,2023,1,0,1,0,0,80.0,None,Individual,None,0.99
17603,94500,59.73,2022,1,1,0,0,1,0.0,None,None,None,1.0
17604,94500,59.73,2023,1,1,0,0,2,0.0,None,None,None,1.0
17605,94504,54.54,2023,1,0,1,0,0,60.0,None,Individual,None,1.0
17607,94506,12.29,2022,30,24,17,11,1,51.58,Individual,Full Season,Individual,0.87
17608,94506,12.29,2023,31,25,1,1,2,0.0,None,Individual,None,1.0
17609,94510,46.25,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
17610,94510,46.25,2023,1,0,0,0,1,0.0,None,None,None,1.0
17611,94514,196.93,2022,1,0,1,0,0,33.0,None,Individual,None,0.9835
17612,94514,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17613,94516,52.45,2022,1,1,1,1,0,0.0,None,None,None,1.0
17614,94516,52.45,2023,1,1,0,0,1,0.0,None,None,None,1.0
17615,94518,196.93,2022,1,0,1,0,0,33.0,None,Individual,None,0.9835
17616,94518,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17617,94519,62.69,2023,1,1,1,1,0,60.0,None,Individual,None,1.0
17618,94521,196.93,2022,1,0,1,0,0,61.0,None,Individual,None,0.9588
17619,94521,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17620,94524,52.45,2022,1,0,1,0,0,70.0,None,Individual,None,0.98
17621,94524,52.45,2023,1,0,0,0,1,0.0,None,None,None,1.0
17622,94527,196.93,2022,1,0,1,0,0,38.0,None,Individual,None,1.0
17623,94527,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17625,94529,48.12,2022,24,22,17,15,1,21.67,Individual,Full Season,Individual,0.7
17626,94529,48.12,2023,25,23,1,1,2,0.0,None,Individual,None,1.0
17627,94544,196.93,2022,1,0,1,0,0,35.0,None,Individual,None,0.9854
17628,94544,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17629,94551,10.46,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
17630,94551,10.46,2023,1,0,0,0,1,0.0,None,None,None,1.0
17631,94552,56.08,2022,1,0,1,0,0,65.0,None,Individual,None,1.0
17632,94552,56.08,2023,1,0,0,0,1,0.0,None,None,None,1.0
17633,94554,25.16,2022,1,0,1,0,0,80.0,None,Individual,None,1.0
17634,94554,25.16,2023,1,0,0,0,1,0.0,None,None,None,1.0
17635,94557,48.37,2022,1,0,1,0,0,60.0,None,Individual,None,1.0
17636,94557,48.37,2023,1,0,0,0,1,0.0,None,None,None,1.0
17637,94559,5.68,2023,1,0,1,0,0,37.0,None,Individual,None,1.0
17638,94561,27.17,2022,1,0,1,0,0,80.0,None,Individual,None,1.0
17639,94561,27.17,2023,1,0,0,0,1,0.0,None,None,None,1.0
17640,94565,196.93,2023,1,0,1,0,0,58.0,None,Individual,None,1.0
17641,94575,196.93,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
17642,94575,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17643,94577,24.84,2022,1,0,1,0,0,45.0,None,Individual,None,1.0
17644,94577,24.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
17645,94584,1352.69,2022,1,0,1,0,0,115.0,None,Individual,None,1.0
17646,94584,1352.69,2023,1,0,0,0,1,0.0,None,None,None,1.0
17647,94587,196.93,2022,1,0,1,0,0,35.0,None,Individual,None,0.9854
17648,94587,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17649,94588,26.81,2023,1,0,1,0,0,80.0,None,Individual,None,1.0
17651,94590,50.46,2022,13,13,0,0,1,0.0,None,None,None,0.998
17652,94590,50.46,2023,13,13,0,0,2,0.0,None,None,None,1.0
17653,94599,196.93,2022,1,0,1,0,0,33.0,None,Individual,None,0.9835
17654,94599,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17655,94611,196.93,2022,1,0,1,0,0,0.0,None,None,None,0.99
17656,94611,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17657,94621,4144.26,2022,1,0,1,0,0,65.0,None,Individual,None,1.0
17658,94621,4144.26,2023,1,0,0,0,1,0.0,None,None,None,1.0
17659,94622,1805.0,2022,1,0,1,0,0,40.0,None,Individual,None,0.88
17660,94622,1805.0,2023,1,0,0,0,1,0.0,None,None,None,1.0
17661,94632,1588.37,2022,1,0,1,0,0,38.0,None,Individual,None,1.0
17662,94632,1588.37,2023,1,0,0,0,1,0.0,None,None,None,1.0
17663,94637,23.14,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
17664,94637,23.14,2023,1,0,0,0,1,0.0,None,None,None,1.0
17666,94643,48.37,2022,30,30,17,17,1,20.59,Full Season,Full Season,Full Season,0.5567
17667,94643,48.37,2023,45,45,15,15,2,23.51,None,Full Season,None,1.0
17668,94644,56.49,2023,1,0,1,0,0,70.0,None,Individual,None,1.0
17670,94645,60.17,2022,30,27,17,14,1,30.0,Half Season,Full Season,Half Season,0.58
17671,94645,60.17,2023,40,35,10,8,2,52.73,None,Half Season,None,1.0
17672,94646,196.93,2022,1,1,1,1,0,33.0,None,Individual,None,0.98
17673,94646,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17674,94647,196.93,2022,1,0,1,0,0,33.0,None,Individual,None,0.9835
17675,94647,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17676,94648,1019.25,2022,1,0,1,0,0,60.0,None,Individual,None,0.97
17677,94648,1019.25,2023,1,0,0,0,1,0.0,None,None,None,1.0
17678,94653,437.79,2022,1,0,1,0,0,28.0,None,Individual,None,1.0
17679,94653,437.79,2023,1,0,0,0,1,0.0,None,None,None,1.0
17680,94659,196.93,2022,1,0,1,0,0,33.0,None,Individual,None,0.9835
17681,94659,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17682,94662,47.79,2022,1,0,1,0,0,28.0,Individual,Individual,None,1.0
17683,94662,47.79,2023,2,0,1,0,1,37.0,None,Individual,None,1.0
17684,94666,196.93,2023,1,0,1,0,0,45.0,None,Individual,None,0.9506
17685,94671,37.83,2022,17,11,17,11,0,36.84,Full Season,Full Season,Full Season,0.83
17686,94671,37.83,2023,23,16,6,5,1,37.69,None,Full Season,None,0.86
17687,94688,1902.31,2022,1,0,1,0,0,40.0,None,Individual,None,1.0
17688,94688,1902.31,2023,1,0,0,0,1,0.0,None,None,None,1.0
17689,94695,196.93,2022,1,1,1,1,0,38.0,None,Individual,None,1.0
17690,94695,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17692,94698,39.09,2022,13,13,0,0,1,0.0,None,None,None,1.0
17693,94698,39.09,2023,13,13,0,0,2,0.0,None,None,None,1.0
17694,94722,1715.81,2023,1,0,1,0,0,72.0,None,Individual,None,1.0
17695,94727,56.08,2022,3,1,3,1,0,67.11,Individual,Individual,None,0.9
17696,94727,56.08,2023,4,1,1,0,1,80.0,None,Individual,None,0.99
17697,94740,44.96,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
17698,94745,196.93,2023,1,0,1,0,0,60.0,None,Individual,None,0.9542
17699,94748,196.93,2022,2,1,2,1,0,47.0,None,Individual,None,1.0
17700,94748,196.93,2023,2,1,0,0,1,0.0,None,None,None,1.0
17701,94762,23.14,2022,1,0,1,0,0,37.0,None,Individual,None,0.93
17702,94762,23.14,2023,1,0,0,0,1,0.0,None,None,None,1.0
17703,94765,26.75,2022,1,0,1,0,0,35.0,None,Individual,None,1.0
17704,94765,26.75,2023,1,0,0,0,1,0.0,None,None,None,1.0
17705,94766,39.09,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
17707,94769,17.91,2022,30,25,17,12,1,16.67,Individual,Full Season,Individual,0.83
17708,94769,17.91,2023,31,25,1,0,2,0.0,None,Individual,None,1.0
17709,94770,196.93,2023,1,0,1,0,0,77.0,None,Individual,None,1.0
17710,94777,8.0,2022,1,0,1,0,0,75.0,None,Individual,None,1.0
17711,94777,8.0,2023,1,0,0,0,1,0.0,None,None,None,1.0
17712,94792,196.93,2022,1,0,1,0,0,0.0,None,None,None,0.99
17713,94792,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17714,94795,5.77,2022,17,13,17,13,0,22.11,Individual,Full Season,Individual,0.83
17715,94795,5.77,2023,18,13,1,0,1,0.0,None,Individual,None,1.0
17716,94797,1651.24,2022,1,0,1,0,0,75.0,None,Individual,None,1.0
17717,94797,1651.24,2023,1,0,0,0,1,0.0,None,None,None,1.0
17718,94798,67.51,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
17720,94813,33.3,2022,30,22,17,9,1,47.89,None,Full Season,None,0.62
17721,94813,33.3,2023,31,23,1,1,2,0.0,None,None,None,1.0
17722,94816,19.18,2022,1,0,1,0,0,70.0,None,Individual,None,1.0
17723,94816,19.18,2023,1,0,0,0,1,0.0,None,None,None,1.0
17724,94819,48.37,2023,1,0,1,0,0,80.0,None,Individual,None,0.99
17726,94820,67.51,2022,30,25,17,12,1,42.78,Individual,Full Season,Individual,0.86
17727,94820,67.51,2023,31,25,1,0,2,0.0,None,Individual,None,1.0
17728,94828,196.93,2022,1,0,1,0,0,41.0,None,Individual,None,0.9605
17729,94828,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17730,94831,196.93,2023,1,0,1,0,0,52.0,None,Individual,None,1.0
17731,94834,55.5,2022,1,0,1,0,0,32.0,None,Individual,None,1.0
17732,94834,55.5,2023,1,0,0,0,1,0.0,None,None,None,1.0
17733,94835,35.95,2023,2,1,2,1,0,36.0,None,Individual,None,1.0
17734,94840,196.93,2022,1,0,1,0,0,33.0,None,Individual,None,0.9835
17735,94840,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17736,94843,46.25,2023,1,0,1,0,0,33.0,None,Individual,None,1.0
17737,94846,1969.96,2023,1,1,1,1,0,44.0,None,Individual,None,1.0
17738,94851,47.74,2023,1,1,1,1,0,89.0,None,Individual,None,1.0
17739,94854,196.93,2023,1,1,1,1,0,40.0,None,Individual,None,1.0
17740,94855,196.93,2023,1,0,1,0,0,42.0,None,Individual,None,1.0
17741,94858,196.93,2022,1,0,1,0,0,71.0,None,Individual,None,1.0
17742,94858,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17743,94859,54.54,2022,1,0,1,0,0,85.0,None,Individual,None,1.0
17744,94859,54.54,2023,1,0,0,0,1,0.0,None,None,None,1.0
17746,94866,1850.71,2022,30,23,17,10,1,53.53,Individual,Full Season,Individual,0.9233
17747,94866,1850.71,2023,31,23,1,0,2,0.0,None,Individual,None,1.0
17749,94869,18.62,2022,30,24,17,11,1,28.82,Full Season,Full Season,Full Season,0.7
17750,94869,18.62,2023,34,27,4,3,2,20.62,None,Full Season,None,1.0
17752,94872,37.83,2022,13,13,0,0,1,0.0,None,None,None,1.0
17753,94872,37.83,2023,13,13,0,0,2,0.0,None,None,None,1.0
17754,94875,50.84,2022,1,0,1,0,0,28.0,None,Individual,None,0.8518
17755,94875,50.84,2023,1,0,0,0,1,0.0,None,None,None,1.0
17756,94880,11.98,2022,1,0,1,0,0,52.0,None,Individual,None,0.98
17757,94880,11.98,2023,1,0,0,0,1,0.0,None,None,None,1.0
17758,94886,22.27,2023,1,0,1,0,0,70.0,None,Individual,None,1.0
17759,94888,196.93,2022,1,0,1,0,0,35.0,None,Individual,None,0.9854
17760,94888,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17761,94904,1938.91,2022,1,1,1,1,0,30.0,None,Individual,None,1.0
17762,94904,1938.91,2023,1,1,0,0,1,0.0,None,None,None,1.0
17763,94908,44.68,2022,1,0,1,0,0,40.0,None,Individual,None,0.995
17764,94908,44.68,2023,1,0,0,0,1,0.0,None,None,None,1.0
17765,94911,47.74,2023,1,0,1,0,0,32.0,None,Individual,None,1.0
17767,94919,46.07,2022,13,13,0,0,1,0.0,None,None,None,1.0
17768,94919,46.07,2023,13,13,0,0,2,0.0,None,None,None,1.0
17770,94920,12.75,2022,13,13,0,0,1,0.0,None,None,None,0.8038
17771,94920,12.75,2023,13,13,0,0,2,0.0,None,None,None,1.0
17773,94922,196.93,2022,30,29,17,16,1,37.06,Individual,Full Season,Individual,0.74
17774,94922,196.93,2023,31,30,1,1,2,0.0,None,Individual,None,1.0
17775,94923,196.93,2022,1,1,1,1,0,47.0,None,Individual,None,1.0
17776,94923,196.93,2023,1,1,0,0,1,0.0,None,None,None,1.0
17777,94926,196.93,2022,1,0,1,0,0,38.0,None,Individual,None,1.0
17778,94926,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17779,94933,196.93,2022,1,0,1,0,0,60.0,None,Individual,None,0.9542
17780,94933,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17781,94945,196.93,2022,1,0,1,0,0,83.0,None,Individual,None,1.0
17782,94945,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17783,94947,19.63,2022,2,0,2,0,0,30.33,None,Individual,None,1.0
17784,94947,19.63,2023,2,0,0,0,1,0.0,None,None,None,1.0
17786,94957,38.79,2022,30,25,17,12,1,37.06,Individual,Full Season,Individual,0.96
17787,94957,38.79,2023,31,25,1,0,2,0.0,None,Individual,None,1.0
17789,94960,20.13,2022,30,26,17,13,1,20.59,Individual,Full Season,Individual,0.75
17790,94960,20.13,2023,31,27,1,1,2,0.0,None,Individual,None,1.0
17791,94963,46.25,2022,2,0,2,0,0,28.0,None,Individual,None,0.96
17792,94963,46.25,2023,2,0,0,0,1,0.0,None,None,None,1.0
17793,94965,196.93,2022,1,0,1,0,0,38.0,None,Individual,None,1.0
17794,94965,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17795,94968,196.93,2022,1,0,1,0,0,53.0,None,Individual,None,0.9721
17796,94968,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17798,94981,196.93,2022,12,12,0,0,1,0.0,None,None,None,0.9997
17799,94981,196.93,2023,12,12,0,0,2,0.0,None,None,None,1.0
17800,94982,312.12,2022,1,1,1,1,0,45.0,None,Individual,None,1.0
17801,94982,312.12,2023,1,1,0,0,1,0.0,None,None,None,1.0
17802,94986,59.73,2022,17,16,17,16,0,123.53,Full Season,Full Season,Full Season,0.74
17803,94986,59.73,2023,35,34,18,18,1,170.24,None,Full Season,None,0.99
17804,94988,33.3,2023,1,0,1,0,0,42.0,None,Individual,None,1.0
17805,94990,52.21,2023,1,1,1,1,0,38.0,None,Individual,None,1.0
17806,95002,51.7,2023,1,0,1,0,0,69.0,None,Individual,None,1.0
17807,95004,29.59,2023,1,0,1,0,0,83.0,None,Individual,None,1.0
17808,95007,11.36,2023,1,1,1,1,0,37.0,None,Individual,None,1.0
17810,95010,47.39,2022,13,13,0,0,1,0.0,None,None,None,1.0
17811,95010,47.39,2023,13,13,0,0,2,0.0,None,None,None,1.0
17812,95019,196.93,2022,1,0,1,0,0,35.0,None,Individual,None,0.9854
17813,95019,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17814,95020,23.26,2022,1,0,1,0,0,30.0,None,Individual,None,1.0
17815,95020,23.26,2023,1,0,0,0,1,0.0,None,None,None,1.0
17816,95022,8.0,2022,1,0,1,0,0,32.0,None,Individual,None,1.0
17817,95022,8.0,2023,1,0,0,0,1,0.0,None,None,None,1.0
17818,95024,196.93,2022,1,0,1,0,0,35.0,None,Individual,None,0.9854
17819,95024,196.93,2023,1,0,0,0,1,0.0,None,None,None,1.0
17820,95029,44.7,2023,1,0,1,0,0,49.0,None,Individual,None,1.0
17822,95033,9.54,2022,13,13,0,0,1,0.0,None,None,None,1.0
17823,95033,9.54,2023,13,13,0,0,2,0.0,None,None,None,1.0
17825,95039,50.46,2022,30,28,17,15,1,37.06,Individual,Full Season,Individual,0.95
17826,95039,50.46,2023,31,28,1,0,2,0.0,None,Individual,None,1.0
17828,95041,33.3,2022,24,14,17,7,1,42.38,Individual,Full Season,Individual,0.87
17829,95041,33.3,2023,26,14,2,0,2,24.0,None,Individual,None,1.0
17831,95047,19.94,2022,30,30,17,17,1,20.59,Individual,Full Season,Individual,0.8749
17832,95047,19.94,2023,31,31,1,1,2,0.0,None,Individual,None,1.0
17834,95061,38.67,2022,30,22,17,9,1,24.71,Individual,Full Season,Individual,0.85
17835,95061,38.67,2023,31,23,1,1,2,0.0,None,Individual,None,1.0
17837,95065,38.67,2022,30,28,17,15,1,20.59,Individual,Full Season,Individual,0.93
17838,95065,38.67,2023,31,29,1,1,2,0.0,None,Individual,None,1.0
