atp_last,attended_last,attended_prior,clientcode,dimcustomermasterid,distance,events_last,events_prior,lkupclientid,product_current,product_last,product,sascore,seasonyear,scoredate,tenure
31.1,2,2,GALAXY,437578790,13.2,2,2,6,None,Individual,Group,44.0,2022,2022-06-23,0
22.89,17,17,GALAXY,437578797,9.61,17,17,6,None,Full Season,Full Season,95.0,2022,2022-06-23,0
49.0,1,1,GALAXY,437578940,147.22,1,1,6,None,Individual,None,98.0,2022,2022-06-23,0
47.52,1,1,GALAXY,437578999,147.22,1,1,6,None,Individual,None,97.0,2022,2022-06-23,0
55.0,0,0,GALAXY,437579073,40.0,1,1,6,None,None,None,97.0,2022,2022-06-23,0
27.06,12,12,GALAXY,437579112,35.0,16,16,6,None,Full Season,None,52.0,2022,2022-06-23,0
21.16,14,14,GALAXY,437579133,12.16,17,17,6,None,Full Season,Full Season,85.0,2022,2022-06-23,0
20.0,1,1,GALAXY,437579168,147.22,1,1,6,None,Group,None,71.0,2022,2022-06-23,0
37.5,1,1,GALAXY,437579212,147.22,1,1,6,None,Individual,None,78.0,2022,2022-06-23,0
28.48,4,4,GALAXY,437579229,15.96,4,4,6,None,Group,Mini Plan,49.0,2022,2022-06-23,0
37.5,1,1,GALAXY,437579234,10.45,1,1,6,None,Individual,None,99.75,2022,2022-06-23,0
45.0,0,0,GALAXY,437579242,147.22,1,1,6,None,None,None,67.0,2022,2022-06-23,0
38.96,17,17,GALAXY,437579271,9.77,17,17,6,None,Full Season,Full Season,69.0,2022,2022-06-23,0
25.0,0,0,GALAXY,437579272,147.22,1,1,6,None,None,None,93.0,2022,2022-06-23,0
150.0,1,1,GALAXY,437579321,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
12.38,1,1,GALAXY,437579330,17.19,1,1,6,None,Individual,None,91.75,2022,2022-06-23,0
42.82,1,1,GALAXY,437579379,35.97,2,2,6,None,Individual,None,95.0,2022,2022-06-23,0
40.5,1,1,GALAXY,437579383,147.22,1,1,6,None,Individual,None,80.0,2022,2022-06-23,0
30.0,0,0,GALAXY,437579444,53.2,1,1,6,None,None,None,99.0,2022,2022-06-23,0
25.0,1,1,GALAXY,437579540,147.22,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
27.81,1,1,GALAXY,437579544,147.22,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
66.27,1,1,GALAXY,437579548,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
49.41,1,1,GALAXY,437579576,147.22,1,1,6,None,Individual,None,97.0,2022,2022-06-23,0
40.53,1,1,GALAXY,437579681,147.22,1,1,6,None,Individual,None,94.0,2022,2022-06-23,0
273.0,1,1,GALAXY,437579683,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
72.0,1,1,GALAXY,437579728,147.22,1,1,6,None,Individual,None,86.0,2022,2022-06-23,0
38.5,13,13,GALAXY,437579765,147.22,13,13,6,None,Full Season,Full Season,84.0,2022,2022-06-23,0
155.67,2,2,GALAXY,437579775,27.7,2,2,6,None,Individual,None,67.0,2022,2022-06-23,0
36.21,6,6,GALAXY,437579803,1929.32,6,6,6,None,Partial Plan,None,69.0,2022,2022-06-23,0
120.0,1,1,GALAXY,437579846,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
27.2,1,1,GALAXY,437579873,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
128.5,1,1,GALAXY,437579916,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
51.5,1,1,GALAXY,437579963,83.7,1,1,6,None,Individual,None,85.42,2022,2022-06-23,0
30.0,1,1,GALAXY,437579987,62.25,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
24.42,6,6,GALAXY,437579991,0.83,6,6,6,None,Partial Plan,Group,42.0,2022,2022-06-23,0
35.75,12,12,GALAXY,437580001,65.12,12,12,6,None,Full Season,Full Season,57.99999999999999,2022,2022-06-23,0
25.43,16,16,GALAXY,437580004,27.13,16,16,6,None,Full Season,Full Season,56.99999999999999,2022,2022-06-23,0
20.0,1,1,GALAXY,437580012,147.22,1,1,6,None,Group,None,71.0,2022,2022-06-23,0
47.87,15,15,GALAXY,437580035,12.65,16,16,6,None,Full Season,Full Season,84.0,2022,2022-06-23,0
35.0,1,1,GALAXY,437580042,11.15,3,3,6,None,Group,None,94.0,2022,2022-06-23,0
51.43,1,1,GALAXY,437580050,9.87,1,1,6,None,Individual,None,90.75,2022,2022-06-23,0
39.6,1,1,GALAXY,437580060,20.75,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
25.33,7,7,GALAXY,437580096,10.67,12,12,6,None,Full Season,None,76.0,2022,2022-06-23,0
60.0,1,1,GALAXY,437580118,32.24,1,1,6,None,Individual,None,98.0,2022,2022-06-23,0
55.0,0,0,GALAXY,437580135,62.19,1,1,6,None,None,None,100.0,2022,2022-06-23,0
239.5,1,1,GALAXY,437580165,10.21,1,1,6,None,Individual,None,63.349999999999994,2022,2022-06-23,0
26.67,6,6,GALAXY,437580189,51.44,12,12,6,None,Full Season,None,57.99999999999999,2022,2022-06-23,0
21.09,1,1,GALAXY,437580203,0.83,2,2,6,None,Group,None,51.0,2022,2022-06-23,0
23.85,10,10,GALAXY,437580205,22.51,10,10,6,None,Partial Plan,Full Season,83.0,2022,2022-06-23,0
30.0,8,8,GALAXY,437580284,16.33,12,12,6,None,Full Season,None,79.0,2022,2022-06-23,0
19.0,9,9,GALAXY,437580310,3420.53,10,10,6,None,Full Season,Partial Plan,42.0,2022,2022-06-23,0
25.5,0,0,GALAXY,437580331,20.26,3,3,6,None,None,None,73.0,2022,2022-06-23,0
27.0,11,11,GALAXY,437580348,62.79,12,12,6,None,Full Season,None,54.0,2022,2022-06-23,0
20.0,1,1,GALAXY,437580352,15.59,1,1,6,None,Group,None,99.71,2022,2022-06-23,0
27.33,0,0,GALAXY,437580355,15.03,3,3,6,None,None,None,97.0,2022,2022-06-23,0
50.0,1,1,GALAXY,437580377,16.5,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
22.43,1,1,GALAXY,437580405,10.67,4,4,6,None,Group,None,86.0,2022,2022-06-23,0
47.17,2,2,GALAXY,437580407,147.22,2,2,6,None,Individual,None,68.0,2022,2022-06-23,0
26.75,2,2,GALAXY,437580499,59.07,2,2,6,None,Group,None,56.00000000000001,2022,2022-06-23,0
60.0,0,0,GALAXY,437580513,6.27,1,1,6,None,None,None,77.0,2022,2022-06-23,0
31.25,2,2,GALAXY,437580519,10.45,2,2,6,None,Group,None,57.99999999999999,2022,2022-06-23,0
29.0,1,1,GALAXY,437580531,147.22,1,1,6,None,Individual,Individual,54.0,2022,2022-06-23,0
22.07,15,15,GALAXY,437580548,10.45,17,17,6,None,Full Season,Full Season,83.0,2022,2022-06-23,0
45.0,0,0,GALAXY,437580563,40.8,1,1,6,None,None,None,94.0,2022,2022-06-23,0
100.0,1,1,GALAXY,437580609,9.87,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
40.0,1,1,GALAXY,437580644,24.02,1,1,6,None,Individual,None,86.75,2022,2022-06-23,0
33.83,2,2,GALAXY,437580650,27.13,3,3,6,None,Individual,None,73.0,2022,2022-06-23,0
61.0,1,1,GALAXY,437580655,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
30.56,4,4,GALAXY,437580659,25.21,5,5,6,None,Group,None,72.0,2022,2022-06-23,0
51.5,1,1,GALAXY,437580731,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
35.57,12,12,GALAXY,437580758,28.49,13,13,6,None,Full Season,None,50.0,2022,2022-06-23,0
0.0,1,1,GALAXY,437580795,68.49,1,1,6,None,None,None,99.0,2022,2022-06-23,0
19.69,16,16,GALAXY,437580829,8.72,17,17,6,None,Full Season,Full Season,79.0,2022,2022-06-23,0
37.5,1,1,GALAXY,437580830,38.47,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
22.0,0,0,GALAXY,437580862,67.19,9,9,6,None,Full Season,None,83.0,2022,2022-06-23,0
29.0,13,13,GALAXY,437580872,90.74,13,13,6,None,Full Season,Full Season,90.0,2022,2022-06-23,0
20.65,16,16,GALAXY,437580873,12.68,17,17,6,None,Full Season,Full Season,94.0,2022,2022-06-23,0
28.0,1,1,GALAXY,437580880,1978.33,1,1,6,None,Group,None,98.0,2022,2022-06-23,0
34.62,12,12,GALAXY,437580912,27.52,17,17,6,None,Full Season,None,67.0,2022,2022-06-23,0
265.0,13,13,GALAXY,437580955,68.72,13,13,6,None,Full Season,Full Season,78.0,2022,2022-06-23,0
51.5,1,1,GALAXY,437580962,29.29,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
22.68,1,1,GALAXY,437581004,23.58,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
30.0,0,0,GALAXY,437581096,0.83,1,1,6,None,None,None,97.0,2022,2022-06-23,0
28.22,1,1,GALAXY,437581164,62.19,1,1,6,None,Group,None,94.39999999999999,2022,2022-06-23,0
25.0,0,0,GALAXY,437581238,9.02,1,1,6,None,None,None,88.72,2022,2022-06-23,0
46.5,1,1,GALAXY,437581245,27.4,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
22.5,0,0,GALAXY,437581255,10.45,2,2,6,None,None,None,80.0,2022,2022-06-23,0
37.5,1,1,GALAXY,437581382,47.73,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
33.91,1,1,GALAXY,437581386,81.88,3,3,6,None,Individual,None,91.0,2022,2022-06-23,0
34.93,1,1,GALAXY,437581481,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
47.5,1,1,GALAXY,437581532,9.87,1,1,6,None,Individual,None,97.0,2022,2022-06-23,0
20.72,17,17,GALAXY,437581611,50.15,17,17,6,None,Full Season,None,53.0,2022,2022-06-23,0
35.0,2,2,GALAXY,437581969,25.77,2,2,6,None,Group,None,71.0,2022,2022-06-23,0
43.3,0,0,GALAXY,437582126,174.75,1,1,6,None,None,None,100.0,2022,2022-06-23,0
87.0,2,2,GALAXY,437582161,112.74,2,2,6,None,Individual,None,60.0,2022,2022-06-23,0
16.56,16,16,GALAXY,437582187,6.27,17,17,6,None,Individual,Full Season,61.6,2022,2022-06-23,0
150.0,1,1,GALAXY,437582207,8.67,1,1,6,None,Individual,None,93.0,2022,2022-06-23,0
58.5,5,5,GALAXY,437582238,8.23,6,6,6,None,Full Season,None,70.0,2022,2022-06-23,0
20.0,0,0,GALAXY,437582260,10.67,1,1,6,None,None,None,91.2,2022,2022-06-23,0
44.0,1,1,GALAXY,437582268,31.89,1,1,6,None,Individual,None,78.85,2022,2022-06-23,0
28.0,1,1,GALAXY,437582290,74.45,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
55.0,0,0,GALAXY,437582352,18.5,1,1,6,None,None,None,87.0,2022,2022-06-23,0
44.72,1,1,GALAXY,437582372,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
65.0,0,0,GALAXY,437582432,25.43,1,1,6,None,None,None,84.0,2022,2022-06-23,0
50.0,0,0,GALAXY,437582465,26.53,1,1,6,None,None,None,93.0,2022,2022-06-23,0
37.5,1,1,GALAXY,437582507,147.22,1,1,6,None,Individual,None,78.0,2022,2022-06-23,0
40.0,0,0,GALAXY,437582701,77.01,2,2,6,None,None,None,96.0,2022,2022-06-23,0
35.0,1,1,GALAXY,437582729,24.37,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
56.0,1,1,GALAXY,437582813,23.58,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
32.0,0,0,GALAXY,437582874,43.32,1,1,6,None,None,None,93.0,2022,2022-06-23,0
95.0,2,2,GALAXY,437582977,147.22,2,2,6,None,Individual,None,79.0,2022,2022-06-23,0
29.25,1,1,GALAXY,437583068,147.22,2,2,6,None,Individual,None,38.0,2022,2022-06-23,0
175.0,0,0,GALAXY,437583190,1561.71,1,1,6,None,None,None,99.0,2022,2022-06-23,0
31.32,14,14,GALAXY,437583245,20.26,16,16,6,None,Full Season,Full Season,66.0,2022,2022-06-23,0
25.15,1,1,GALAXY,437583289,14.33,1,1,6,None,Group,Group,35.97,2022,2022-06-23,0
20.0,0,0,GALAXY,437583310,147.22,1,1,6,None,None,None,96.0,2022,2022-06-23,0
32.61,1,1,GALAXY,437583323,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
34.0,0,0,GALAXY,437583678,6.34,9,9,6,None,Full Season,None,80.0,2022,2022-06-23,0
22.97,14,14,GALAXY,437583694,27.65,15,15,6,None,Full Season,Full Season,79.0,2022,2022-06-23,0
15.0,1,1,GALAXY,437583799,62.11,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
22.08,1,1,GALAXY,437583812,81.88,1,1,6,None,Individual,None,90.83,2022,2022-06-23,0
32.86,1,1,GALAXY,437583821,25.43,1,1,6,None,Individual,None,91.5,2022,2022-06-23,0
26.0,1,1,GALAXY,437583845,39.67,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
21.53,16,16,GALAXY,437584061,45.88,17,17,6,None,Full Season,Full Season,90.0,2022,2022-06-23,0
51.5,1,1,GALAXY,437584080,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
21.88,13,13,GALAXY,437584094,16.02,13,13,6,None,Full Season,Full Season,82.0,2022,2022-06-23,0
80.0,0,0,GALAXY,437584120,147.22,1,1,6,None,None,None,71.0,2022,2022-06-23,0
0.0,1,1,GALAXY,437584208,147.22,1,1,6,None,None,None,100.0,2022,2022-06-23,0
44.0,0,0,GALAXY,437584387,9.87,2,2,6,None,None,None,93.0,2022,2022-06-23,0
45.0,0,0,GALAXY,437584394,147.22,1,1,6,None,None,None,67.0,2022,2022-06-23,0
51.41,4,4,GALAXY,437584415,4.59,4,4,6,None,Group,None,40.0,2022,2022-06-23,0
63.75,1,1,GALAXY,437584418,9.45,2,2,6,None,Individual,None,65.0,2022,2022-06-23,0
17.57,14,14,GALAXY,437584424,62.89,14,14,6,None,Full Season,Full Season,96.0,2022,2022-06-23,0
29.73,2,2,GALAXY,437584470,119.78,2,2,6,None,Individual,None,71.0,2022,2022-06-23,0
23.82,14,14,GALAXY,437584499,10.74,16,16,6,None,Full Season,Full Season,88.0,2022,2022-06-23,0
45.11,10,10,GALAXY,437584631,25.25,12,12,6,None,Full Season,Full Season,68.0,2022,2022-06-23,0
40.0,0,0,GALAXY,437584756,14.66,1,1,6,None,None,None,86.0,2022,2022-06-23,0
32.5,1,1,GALAXY,437584815,28.68,1,1,6,None,Individual,None,98.0,2022,2022-06-23,0
90.4,10,10,GALAXY,437584833,277.78,11,11,6,None,Partial Plan,None,63.0,2022,2022-06-23,0
72.0,1,1,GALAXY,437584843,49.48,1,1,6,None,Individual,None,79.0,2022,2022-06-23,0
47.5,1,1,GALAXY,437584869,147.22,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
25.0,1,1,GALAXY,437584897,16.33,1,1,6,None,Group,None,99.25,2022,2022-06-23,0
87.5,2,2,GALAXY,437584929,147.22,2,2,6,None,Group,None,73.0,2022,2022-06-23,0
61.0,1,1,GALAXY,437584932,220.1,1,1,6,None,Individual,None,90.0,2022,2022-06-23,0
135.5,1,1,GALAXY,437585038,12.9,1,1,6,None,Individual,None,89.75,2022,2022-06-23,0
20.0,1,1,GALAXY,437585039,17.19,1,1,6,None,Group,None,86.76,2022,2022-06-23,0
25.15,1,1,GALAXY,437585101,4.59,1,1,6,None,Group,None,92.73,2022,2022-06-23,0
28.62,13,13,GALAXY,437585132,20.75,13,13,6,None,Full Season,Full Season,84.0,2022,2022-06-23,0
59.5,1,1,GALAXY,437585234,15.16,1,1,6,None,Individual,None,81.0,2022,2022-06-23,0
103.5,1,1,GALAXY,437585307,39.67,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
84.0,1,1,GALAXY,437585375,40.8,1,1,6,None,Individual,None,94.0,2022,2022-06-23,0
23.0,1,1,GALAXY,437585452,107.83,1,1,6,None,Group,None,87.0,2022,2022-06-23,0
47.0,0,0,GALAXY,437585461,96.57,1,1,6,None,None,None,100.0,2022,2022-06-23,0
25.0,1,1,GALAXY,437585615,117.17,1,1,6,None,Group,None,99.68,2022,2022-06-23,0
32.0,1,1,GALAXY,437585620,96.72,2,2,6,None,Individual,None,60.0,2022,2022-06-23,0
45.0,0,0,GALAXY,437585632,11.88,1,1,6,None,None,None,91.0,2022,2022-06-23,0
82.78,0,0,GALAXY,437585649,51.0,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
41.0,1,1,GALAXY,437585671,14.33,1,1,6,None,Individual,None,62.0,2022,2022-06-23,0
38.0,1,1,GALAXY,437585708,147.22,1,1,6,None,Individual,None,93.0,2022,2022-06-23,0
12.5,2,2,GALAXY,437585709,369.17,2,2,6,None,Group,None,87.0,2022,2022-06-23,0
297.5,1,1,GALAXY,437585758,17.97,1,1,6,None,Individual,None,98.0,2022,2022-06-23,0
49.0,1,1,GALAXY,437585786,25.38,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
20.0,1,1,GALAXY,437585834,31.48,1,1,6,None,Group,None,97.83,2022,2022-06-23,0
47.5,1,1,GALAXY,437585839,94.48,1,1,6,None,Individual,None,90.0,2022,2022-06-23,0
35.0,1,1,GALAXY,437585989,6.34,1,1,6,None,Group,None,98.94,2022,2022-06-23,0
71.56,2,2,GALAXY,437586065,41.7,3,3,6,None,Individual,None,75.0,2022,2022-06-23,0
20.93,4,4,GALAXY,437586190,4.42,6,6,6,None,Partial Plan,None,54.0,2022,2022-06-23,0
45.0,0,0,GALAXY,437586198,30.42,1,1,6,None,None,None,75.0,2022,2022-06-23,0
25.0,1,1,GALAXY,437586227,29.86,1,1,6,None,Group,None,86.61999999999999,2022,2022-06-23,0
105.5,1,1,GALAXY,437586247,23.66,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
22.5,3,3,GALAXY,437586281,10.21,4,4,6,None,Group,None,76.0,2022,2022-06-23,0
25.0,1,1,GALAXY,437586292,147.22,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
29.0,1,1,GALAXY,437586367,81.07,1,1,6,None,Individual,None,81.83,2022,2022-06-23,0
20.83,2,2,GALAXY,437586380,11.88,2,2,6,None,Group,None,71.82,2022,2022-06-23,0
20.0,0,0,GALAXY,437586412,68.72,1,1,6,None,None,None,100.0,2022,2022-06-23,0
29.0,1,1,GALAXY,437586525,89.35,1,1,6,None,Individual,None,90.5,2022,2022-06-23,0
29.0,0,0,GALAXY,437586542,147.22,1,1,6,None,None,None,56.00000000000001,2022,2022-06-23,0
47.5,1,1,GALAXY,437586603,43.94,1,1,6,None,Individual,None,82.92,2022,2022-06-23,0
42.83,2,2,GALAXY,437586644,182.58,2,2,6,None,Individual,Individual,65.0,2022,2022-06-23,0
41.9,0,0,GALAXY,437586679,59.07,1,1,6,None,None,None,100.0,2022,2022-06-23,0
28.09,1,1,GALAXY,437586750,147.22,1,1,6,None,Individual,None,96.0,2022,2022-06-23,0
30.48,1,1,GALAXY,437586799,147.22,1,1,6,None,Individual,None,98.0,2022,2022-06-23,0
28.99,1,1,GALAXY,437586836,147.22,1,1,6,None,Individual,Individual,54.0,2022,2022-06-23,0
67.0,1,1,GALAXY,437587061,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
66.0,6,6,GALAXY,437587081,10.67,6,6,6,None,Full Season,Full Season,55.00000000000001,2022,2022-06-23,0
32.5,1,1,GALAXY,437587086,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
42.5,2,2,GALAXY,437587153,111.03,2,2,6,None,Individual,None,72.0,2022,2022-06-23,0
17.6,1,1,GALAXY,437587159,1917.46,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
83.71,1,1,GALAXY,437587210,2.28,1,1,6,None,Individual,None,96.0,2022,2022-06-23,0
25.0,1,1,GALAXY,437587248,8.72,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
60.95,1,1,GALAXY,437587258,36.11,1,1,6,None,Individual,None,81.0,2022,2022-06-23,0
60.0,0,0,GALAXY,437587282,111.81,1,1,6,None,None,None,99.0,2022,2022-06-23,0
51.9,1,1,GALAXY,437587352,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
49.0,1,1,GALAXY,437587587,147.22,1,1,6,None,Individual,None,98.0,2022,2022-06-23,0
33.54,1,1,GALAXY,437587667,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
40.0,0,0,GALAXY,437587681,147.22,1,1,6,None,None,None,72.0,2022,2022-06-23,0
74.44,2,2,GALAXY,437587995,147.22,2,2,6,None,Individual,Individual,48.0,2022,2022-06-23,0
17.97,2,2,GALAXY,437588002,147.22,2,2,6,None,Individual,None,79.0,2022,2022-06-23,0
20.0,0,0,GALAXY,437588035,147.22,1,1,6,None,None,None,96.0,2022,2022-06-23,0
20.0,1,1,GALAXY,437588036,147.22,1,1,6,None,Group,None,71.0,2022,2022-06-23,0
30.0,2,2,GALAXY,437588074,147.22,2,2,6,None,Individual,None,80.0,2022,2022-06-23,0
26.39,3,3,GALAXY,437588175,22.0,5,5,6,None,Individual,None,86.0,2022,2022-06-23,0
51.5,1,1,GALAXY,437588200,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
37.9,0,0,GALAXY,437588302,81.07,1,1,6,None,None,None,57.99999999999999,2022,2022-06-23,0
51.27,16,16,GALAXY,437588432,22.0,17,17,6,None,Full Season,Full Season,89.0,2022,2022-06-23,0
44.0,1,1,GALAXY,437588456,48.03,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
23.03,16,16,GALAXY,437588512,115.39,17,17,6,None,Full Season,Full Season,65.5,2022,2022-06-23,0
51.5,12,12,GALAXY,437588523,37.68,13,13,6,None,Full Season,None,62.0,2022,2022-06-23,0
31.79,6,6,GALAXY,437588567,38.59,14,14,6,None,Full Season,None,82.0,2022,2022-06-23,0
39.0,0,0,GALAXY,437588596,21.44,1,1,6,None,None,None,100.0,2022,2022-06-23,0
47.5,1,1,GALAXY,437588607,5.59,1,1,6,None,Individual,None,65.0,2022,2022-06-23,0
25.0,2,2,GALAXY,437588614,87.47,2,2,6,None,Group,None,67.0,2022,2022-06-23,0
107.5,1,1,GALAXY,437588641,35.93,1,1,6,None,Individual,None,97.92,2022,2022-06-23,0
24.39,16,16,GALAXY,437588740,15.16,17,17,6,None,Full Season,Full Season,99.0,2022,2022-06-23,0
75.0,0,0,GALAXY,437588761,15.96,1,1,6,None,None,None,100.0,2022,2022-06-23,0
24.5,0,0,GALAXY,437588782,147.22,3,3,6,None,None,None,95.0,2022,2022-06-23,0
0.0,10,10,GALAXY,437588823,13.17,15,15,6,None,None,None,96.0,2022,2022-06-23,0
24.0,0,0,GALAXY,437588845,147.22,1,1,6,None,Individual,None,89.0,2022,2022-06-23,0
31.25,2,2,GALAXY,437588888,50.66,2,2,6,None,Group,None,77.0,2022,2022-06-23,0
27.31,13,13,GALAXY,437588904,27.65,13,13,6,None,Full Season,Full Season,76.0,2022,2022-06-23,0
152.86,1,1,GALAXY,437588919,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
30.0,1,1,GALAXY,437588996,12.65,1,1,6,None,Group,None,100.0,2022,2022-06-23,0
50.0,0,0,GALAXY,437589010,160.34,1,1,6,None,None,None,85.0,2022,2022-06-23,0
17.61,2,2,GALAXY,437589021,21.44,2,2,6,None,Group,None,79.0,2022,2022-06-23,0
21.15,15,15,GALAXY,437589028,11.88,17,17,6,None,Full Season,None,67.0,2022,2022-06-23,0
49.0,1,1,GALAXY,437589039,38.58,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
100.0,1,1,GALAXY,437589049,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
37.0,2,2,GALAXY,437589062,178.84,2,2,6,None,Group,None,46.0,2022,2022-06-23,0
84.0,1,1,GALAXY,437589087,13.17,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
29.5,5,5,GALAXY,437589093,43.69,13,13,6,None,Full Season,None,71.0,2022,2022-06-23,0
35.0,0,0,GALAXY,437589114,64.41,1,1,6,None,None,None,84.0,2022,2022-06-23,0
56.0,1,1,GALAXY,437589149,23.64,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
22.56,2,2,GALAXY,437589218,7.37,2,2,6,None,Individual,None,85.54,2022,2022-06-23,0
43.33,1,1,GALAXY,437589220,25.69,1,1,6,None,Individual,None,87.0,2022,2022-06-23,0
49.52,1,1,GALAXY,437589247,48.03,1,1,6,None,Individual,Individual,52.0,2022,2022-06-23,0
36.5,6,6,GALAXY,437589266,127.01,6,6,6,None,Partial Plan,None,76.0,2022,2022-06-23,0
103.5,1,1,GALAXY,437589292,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
24.05,13,13,GALAXY,437589311,22.51,17,17,6,None,Full Season,Full Season,70.0,2022,2022-06-23,0
51.5,0,0,GALAXY,437589394,21.1,1,1,6,None,Full Season,None,92.0,2022,2022-06-23,0
35.0,0,0,GALAXY,437589399,59.07,1,1,6,None,None,None,96.0,2022,2022-06-23,0
29.0,1,1,GALAXY,437589461,147.22,1,1,6,None,Individual,Individual,54.0,2022,2022-06-23,0
37.61,3,3,GALAXY,437589504,147.22,3,3,6,None,Individual,Individual,47.0,2022,2022-06-23,0
51.5,1,1,GALAXY,437589505,15.15,1,1,6,None,Individual,None,92.67,2022,2022-06-23,0
58.52,11,11,GALAXY,437589546,33.48,12,12,6,None,Full Season,Full Season,56.00000000000001,2022,2022-06-23,0
105.75,2,2,GALAXY,437589569,147.22,2,2,6,None,Individual,None,78.0,2022,2022-06-23,0
29.0,14,14,GALAXY,437589586,35.93,14,14,6,None,Full Season,Full Season,66.0,2022,2022-06-23,0
47.5,1,1,GALAXY,437589615,147.22,1,1,6,None,Individual,None,99.0,2022,2022-06-23,0
47.83,11,11,GALAXY,437589638,25.35,13,13,6,None,Full Season,Full Season,66.0,2022,2022-06-23,0
21.67,13,13,GALAXY,437589667,32.34,13,13,6,None,Full Season,Full Season,82.0,2022,2022-06-23,0
60.0,1,1,GALAXY,437589670,147.22,1,1,6,None,Individual,None,100.0,2022,2022-06-23,0
38.0,1,1,GALAXY,437589718,11.56,1,1,6,None,Individual,None,95.5,2022,2022-06-23,0
23.44,10,10,GALAXY,437589721,49.65,16,16,6,None,Full Season,None,64.0,2022,2022-06-23,0
44.17,1,1,GALAXY,437589744,21.52,1,1,6,None,Individual,None,97.0,2022,2022-06-23,0
0.0,0,0,GALAXY,437589753,147.22,1,1,6,None,None,None,100.0,2022,2022-06-23,0
45.0,0,0,GALAXY,437589757,373.65,1,1,6,None,None,None,100.0,2022,2022-06-23,0
19.8,12,12,GALAXY,437589776,8.72,14,14,6,None,Full Season,None,43.0,2022,2022-06-23,0
28.81,17,17,GALAXY,437589791,64.28,17,17,6,None,Full Season,Full Season,98.0,2022,2022-06-23,0
119.0,1,1,GALAXY,437589800,238.38,1,1,6,None,Individual,None,61.0,2022,2022-06-23,0
32.59,10,10,GALAXY,437589811,111.03,13,13,6,None,Full Season,None,62.0,2022,2022-06-23,0
67.0,8,8,GALAXY,437589844,28.63,13,13,6,None,Full Season,None,62.0,2022,2022-06-23,0
24.5,1,1,GALAXY,437589857,28.71,2,2,6,None,Group,None,93.0,2022,2022-06-23,0
31.25,5,5,GALAXY,437589908,147.22,6,6,6,None,Mini Plan,None,47.0,2022,2022-06-23,0
32.0,0,0,GALAXY,437589911,73.12,1,1,6,None,None,None,65.0,2022,2022-06-23,0
22.0,14,14,GALAXY,437589921,9.87,15,15,6,None,Full Season,Full Season,91.0,2022,2022-06-23,0
24.84,1,1,GALAXY,437589922,33.96,1,1,6,None,Individual,None,86.0,2022,2022-06-23,0
